1-     الجنس,2-     العمر,3-     انا طالب في جامعة:,4-     المؤهلات العلمية,5-     معدل الدخل الشهري,6-     مكان الاقامة,      7- هل لديك حساب على مواقع التواصل الاجتماعي؟,اذا كنت اجابتك نعم، حدد اي من الحسابات التالية لديك، يمكنك اختيار اكثر من واحدة,8-     مدة استخدامي الانترنت,9-     اقوم بالشراء عبر الانترنت,"""المؤثر على مواقع التواصل الاجتماعي""  هو شخص لديه محتوى عبر مواقع التواصل الاجتماعي، وعدد كبير من المتابعين، كالمشاهير مثل اليوتيوبرز، البلوجرز، الخ.
10-     هل سبق وان رأيت اعلان لمنتج او خدمة من خلال مؤثرين على مواقع التواصل الاجتماعي؟",11-     هل تتابع مؤثرا معينا على وسائل التواصل الاجتماعي؟,اذا اجبت ب نعم، حدد من هو المؤثر الذي تتابعه:     ,12-     حدد المنصات التي تتابع من خلالها المؤثرين. ( يمكنك اختيار اكثر من منصة),13-     استخدم مواقع التواصل الاجتماعي (يوميا),14-     العدد الضخم لمتابعين المؤثر يهمني:,15-     عدد اللايكات والشير(المشاركة) و التعليقات على محتوى المؤثر يهمني:,16-     اقوم فورا بشراء المنتج او الخدمة اذا وفَر المؤثر خصم على ذلك المنتج او الخدمة؟,17-     أنا أفضل محتوى المؤثرين على الاعلانات التجارية التقليدية لمنتجات معينة.,"خبرة المؤثر الذي اتابعه على مواقع التواصل الاجتماعي.
 1-المؤثر على مواقع التواصل الاجتماعي  هو خبير.","   2-    اعتقد ان المؤثرعلى مواقع التواصل الاجتماعي لديه التجربة
",3- المؤثر على مواقع التواصل الاجتماعي لديه المعرفة.                          ,"جاذبية المؤثر على مواقع التواصل الاجتماعي.
4-المؤثرعلى مواقع التواصل الاجتماعي  جذاب.",-5 المؤثرعلى مواقع التواصل الاجتماعي  هو شخص حسن المظهر., -6المؤثر على مواقع التواصل الاجتماعي انيق.,"مصداقية المؤثر على مواقع التواصل الاجتماعي.
- 7المؤثر على مواقع التواصل الاجتماعي هو شخص جدير بالثقة.",   8- المؤثر على مواقع التواصل الاجتماعي هو صادق.                         , 9-  المؤثر على مواقع التواصل الاجتماعي هو شخص موثوق به.,"جودة حديث المؤثر على مواقع التواصل الاجتماعي.
  -10 المعلومات التي يقدمها المؤثر على وسائل التواصل الاجتماعي أثناء عملية الاتصال غنية بالمعلومات .",11 - تعد المعلومات التي يقدمها المؤثر على وسائل التواصل الاجتماعي أثناء عملية الاتصال ذات قيمة., 12- المعلومات التي يقدمها المؤثر على وسائل التواصل الاجتماعي أثناء عملية الاتصال مقنعة., 13-إن المعلومات التي يقدمها المؤثر على وسائل التواصل الاجتماعي أثناء عملية الاتصال مفيدة.," الفائدة المدركة للمنتج.
14-عندما ينتهي التواصل مع المؤثر على وسائل التواصل الاجتماعي ،يكون لدي إجابة واضحة عما إذا كان المنتج سيكون مفيدًا بالنسبة لي.", 15-عندما ينتهي التواصل مع المؤثر على وسائل التواصل الاجتماعي، يكون لدي إجابة واضحة عما إذا كان المنتج سيلبي احتياجاتي., 16-عندما ينتهي التواصل مع المؤثر على وسائل التواصل الاجتماعي ،يكون لدي إجابة واضحة عما إذا كان المنتج ضروريًا بالنسبة لي., 17-عندما ينتهي التواصل مع المؤثر على وسائل التواصل الاجتماعي ،يكون لدي إجابة واضحة عما إذا كان المنتج مفيدًا لي.,"التأثير الاجتماعي للناس المهمين لي كالعائلة، الاصدقاء والزملاء للتصرف بشكل معين.
  18- يهمني اعتقاد الأشخاص المهمون لدي أنه يجب علي استخدام المنتج", 19- يهمني ان يكون من المتوقع ان  الأشخاص المهمون لي سيحبون استخدامي للمنتج., 20- يهمني ان الأشخاص المهمون لي سيتوقعون مني استخدام المنتج.,"المواقف تجاه قرار الشراء عبر الإنترنت.
 -21 شراء الأشياء عبر الإنترنت فكرة جيدة.", 22- شراء الأشياء عبر الإنترنت فكرة حكيمة., 23-  أحب فكرة شراء الأشياء عبر الإنترنت., 24- سيكون استخدام الإنترنت لشراء الأشياء أمرًا ممتعًا.,"قرار الشراء عبر الإنترنت.
 -25أشعر بالرضا عن قراري بشراء المنتجات من الإنترنت",  26- سأوصي بشكل إيجابي لاشخاص اخرين بعمليات الشراء عبر الإنترنت., 27- أقوم بالشراء عبر الإنترنت بشكل متكرر., 28- أنوي الشراء مرة أخرى من الإنترنت., 29-  بشكل عام ، أنا راضٍ عن مشترياتي عبر الإنترنت.," الفائدة النسبية للشراء عبر الانترنت
 30- باستخدام الإنترنت ، يمكنني الشراء بخصوصية من المنزل.", 31- يمكنني الشراء من الإنترنت متى أردت., 32- الشراء من الإنترنت يوفر علي مجهود شراء ما أريده من المتاجر التقليدية / غير المتصلة بالإنترنت.,"الكلمة المنطوقة عبر الانترنت من الزبائن الاخرين.
 33- غالبًا ما أقرأ توصيات الزبائن الاخرين عبر الإنترنت لشراء المنتجات عبر الإنترنت.", 34- ينشر المجتمع الإلكتروني الخاص بي بشكل متكرر توصيات  للشراء عبر الإنترنت., 35- تجعلني تقييمات المستهلكين عبر الإنترنت أكثر ثقة في شراء منتج عبر الإنترنت.
أنثى,18- 28 عام,جامعة القدس,بكالوريوس,لا يوجد,فلسطين,نعم,"حساب فيسبوك, حساب يوتيوب, حساب انستجرام, حساب سناب شات, حساب تيك توك",اكثر من 10 سنوات,عدة مرات سنويا,نعم,نعم,الحناوي ,سناب شات,اكثر من ساعتين ونصف,لا,لا,لا,نعم,محايد,محايد,محايد,موافق,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,موافق,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,موافق,موافق,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد
ذكر,18- 28 عام,جامعة القدس,بكالوريوس,من 2001 الى 4000 شيقل,فلسطين,نعم,"حساب فيسبوك, حساب يوتيوب, حساب انستجرام, حساب سناب شات, حساب تيك توك",5-1 سنوات,عدة مرات سنويا,نعم,لا,,"انستجرام, تيك توك",اكثر من ساعتين ونصف,نعم,نعم,نعم,نعم,موافق,محايد,غير موافق,محايد,موافق,موافق,غير موافق,محايد,محايد,موافق,موافق,موافق,موافق,موافق,غير موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق بشدة,موافق,موافق,محايد,غير موافق,موافق,محايد,محايد,موافق,موافق,موافق,موافق,موافق
أنثى,18- 28 عام,جامعة القدس,بكالوريوس,من 2001 الى 4000 شيقل,فلسطين,نعم,"حساب فيسبوك, حساب تويتر, حساب انستجرام, حساب سناب شات, حساب تيك توك, حساب بنترست",10-5 سنوات,شهريا,نعم,لا,,انستجرام,من 1 ساعة الى ساعتين,لا,نعم,لا,لا,غير موافق,غير موافق,غير موافق,غير موافق,موافق,موافق,غير موافق,غير موافق,غير موافق,غير موافق,غير موافق,غير موافق,غير موافق,غير موافق,غير موافق,غير موافق,غير موافق,موافق,موافق,موافق,موافق,غير موافق,موافق,موافق,غير موافق,غير موافق,غير موافق,غير موافق,غير موافق,غير موافق,موافق,غير موافق,موافق,غير موافق,محايد
أنثى,18- 28 عام,جامعة البوليتيكنك,بكالوريوس,من 2001 الى 4000 شيقل,فلسطين,نعم,"حساب فيسبوك, حساب يوتيوب, حساب تويتر, حساب انستجرام, حساب سناب شات, حساب تيك توك",5-1 سنوات,عدة مرات سنويا,نعم,نعم,ديالا سيستم,انستجرام,اكثر من ساعتين ونصف,لا,لا,لا,نعم,محايد,موافق,موافق,موافق بشدة,موافق بشدة,موافق بشدة,موافق بشدة,موافق بشدة,موافق بشدة,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق,محايد,موافق,موافق,موافق,موافق بشدة,موافق,موافق,موافق,موافق,موافق
أنثى,18- 28 عام,جامعة القدس,بكالوريوس,اقل او يساوي 2000 شيقل,فلسطين,نعم,"حساب فيسبوك, حساب انستجرام, حساب سناب شات",5-1 سنوات,شهريا,نعم,لا,,انستجرام,اكثر من ساعتين ونصف,لا,لا,لا,لا,غير موافق,محايد,غير موافق,غير موافق,محايد,موافق,غير موافق,محايد,محايد,غير موافق,محايد,موافق,غير موافق,موافق بشدة,غير موافق,غير موافق,محايد,محايد,موافق,موافق,موافق,غير موافق,غير موافق,غير موافق,غير موافق,محايد,محايد,محايد,غير موافق,محايد,محايد,غير موافق,محايد,غير موافق,غير موافق
أنثى,18- 28 عام,جامعة القدس,بكالوريوس,لا يوجد,فلسطين,نعم,"حساب فيسبوك, حساب يوتيوب, حساب تويتر, حساب انستجرام, حساب سناب شات, حساب تيك توك, حساب بنترست",10-5 سنوات,شهريا,نعم,نعم,كبير ,"انستجرام, فيسبوك, تيك توك, يوتيوب, تويتر, بنترست, سناب شات",اكثر من ساعتين ونصف,نعم,نعم,نعم,نعم,موافق بشدة,موافق بشدة,موافق بشدة,موافق بشدة,محايد,موافق,موافق,موافق,موافق بشدة,موافق بشدة,موافق بشدة,محايد,محايد,موافق,غير موافق,موافق بشدة,موافق بشدة,موافق بشدة,موافق بشدة,موافق,محايد,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق بشدة,موافق بشدة,موافق بشدة,موافق بشدة,موافق بشدة,موافق بشدة,موافق بشدة
ذكر,18- 28 عام,جامعة القدس,بكالوريوس,لا يوجد,فلسطين,نعم,حساب فيسبوك,10-5 سنوات,عدة مرات سنويا,نعم,نعم,عبد الله العلوي ,يوتيوب,من 1 ساعة الى ساعتين,نعم,نعم,نعم,لا,موافق,موافق,موافق,موافق بشدة,موافق,موافق,موافق,موافق,موافق,موافق بشدة,موافق بشدة,موافق بشدة,موافق بشدة,موافق,محايد,محايد,محايد,موافق,موافق,موافق,موافق بشدة,موافق بشدة,موافق بشدة,موافق بشدة,موافق بشدة,موافق بشدة,موافق بشدة,موافق بشدة,موافق بشدة,موافق بشدة,موافق بشدة,موافق بشدة,موافق بشدة,موافق بشدة,موافق بشدة
أنثى,18- 28 عام,جامعة القدس,بكالوريوس,من 2001 الى 4000 شيقل,فلسطين,نعم,حساب انستجرام,5-1 سنوات,اسبوعيا,نعم,لا,,انستجرام,اكثر من ساعتين ونصف,لا,لا,لا,لا,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد
أنثى,18- 28 عام,جامعة القدس,بكالوريوس,لا يوجد,فلسطين,نعم,"حساب فيسبوك, حساب انستجرام, حساب سناب شات",10-5 سنوات,شهريا,نعم,لا,,انستجرام,من 1 ساعة الى ساعتين,لا,لا,لا,لا,موافق,محايد,موافق,محايد,موافق,موافق,موافق,موافق,محايد,موافق,محايد,موافق,موافق,موافق,موافق,موافق,موافق,موافق,محايد,محايد,موافق,محايد,موافق,موافق بشدة,محايد,موافق,موافق,موافق,موافق,موافق بشدة,موافق,محايد,موافق بشدة,موافق,موافق بشدة
أنثى,18- 28 عام,جامعة القدس,بكالوريوس,لا يوجد,فلسطين,نعم,"حساب فيسبوك, حساب يوتيوب, حساب انستجرام, حساب سناب شات, حساب تيك توك, تيلجرام ",10-5 سنوات,لم اقم بالشراء عبر الانترنت,نعم,نعم,ديالا سيستم,"انستجرام, تيك توك, سناب شات",اكثر من ساعتين ونصف,نعم,نعم,لا,لا,محايد,محايد,محايد,محايد,محايد,محايد,محايد,موافق,موافق,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,موافق,موافق,محايد,موافق,محايد,موافق,موافق,محايد,موافق,غير موافق,موافق,محايد,موافق بشدة,موافق,موافق,موافق,موافق,موافق
ذكر,18- 28 عام,جامعة القدس,بكالوريوس,من 4001 الى 6000 شيقل,فلسطين,نعم,"حساب فيسبوك, حساب انستجرام, حساب سناب شات, حساب تيك توك",اكثر من 10 سنوات,يوميا,نعم,نعم,,"انستجرام, فيسبوك, تيك توك, سناب شات",اكثر من ساعتين ونصف,نعم,لا,لا,نعم,محايد,موافق بشدة,موافق,موافق بشدة,محايد,محايد,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق,محايد,موافق بشدة,موافق بشدة,غير موافق,موافق,موافق,موافق,غير موافق,محايد,غير موافق بشدة,موافق بشدة,موافق بشدة,محايد,موافق بشدة,موافق بشدة,موافق,محايد,موافق,موافق,موافق
أنثى,18- 28 عام,جامعة القدس,بكالوريوس,لا يوجد,فلسطين,نعم,"حساب فيسبوك, حساب يوتيوب, حساب انستجرام, حساب سناب شات, حساب تيك توك",اكثر من 10 سنوات,عدة مرات سنويا,نعم,نعم,خالد غطاس,"انستجرام, فيسبوك, تيك توك, يوتيوب, سناب شات",اكثر من ساعتين ونصف,لا,لا,لا,لا,غير موافق,موافق,موافق,محايد,موافق,موافق,غير موافق,غير موافق,غير موافق,موافق,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد
أنثى,18- 28 عام,جامعة القدس,بكالوريوس,من 4001 الى 6000 شيقل,فلسطين,نعم,حساب فيسبوك,5-1 سنوات,شهريا,نعم,لا,,"انستجرام, تيك توك, سناب شات",من 1 ساعة الى ساعتين,نعم,لا,نعم,نعم,موافق,موافق,موافق,موافق,موافق,موافق,محايد,محايد,محايد,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق بشدة,موافق,غير موافق,موافق,موافق,موافق
أنثى,18- 28 عام,جامعة القدس,بكالوريوس,من 4001 الى 6000 شيقل,فلسطين,نعم,حساب انستجرام,10-5 سنوات,يوميا,نعم,لا,,انستجرام,اكثر من ساعتين ونصف,لا,لا,نعم,نعم,محايد,موافق,غير موافق,موافق,موافق,محايد,محايد,موافق بشدة,غير موافق,موافق,موافق بشدة,محايد,غير موافق,محايد,موافق,موافق بشدة,موافق,غير موافق,محايد,موافق,محايد,غير موافق,غير موافق,محايد,غير موافق بشدة,غير موافق,غير موافق,موافق,موافق,محايد,موافق,غير موافق,غير موافق بشدة,غير موافق بشدة,غير موافق
أنثى,18- 28 عام,جامعة القدس,بكالوريوس,لا يوجد,فلسطين,نعم,"حساب فيسبوك, حساب يوتيوب, حساب انستجرام, حساب سناب شات, حساب تيك توك, حساب بنترست, انستغرام ",5-1 سنوات,عدة مرات سنويا,نعم,لا,,"انستجرام, سناب شات",اكثر من ساعتين ونصف,لا,لا,لا,لا,غير موافق,موافق,محايد,محايد,محايد,موافق,محايد,محايد,محايد,محايد,محايد,محايد,محايد,غير موافق,محايد,محايد,محايد,محايد,محايد,محايد,محايد,غير موافق,محايد,غير موافق,غير موافق,غير موافق,غير موافق بشدة,غير موافق,غير موافق,غير موافق,محايد,محايد,محايد,محايد,محايد
أنثى,18- 28 عام,جامعة القدس,بكالوريوس,اقل او يساوي 2000 شيقل,فلسطين,نعم,"حساب فيسبوك, حساب يوتيوب, حساب انستجرام, حساب سناب شات",اكثر من 10 سنوات,شهريا,نعم,نعم,Diala system,"انستجرام, فيسبوك, تيك توك, يوتيوب, سناب شات",اكثر من ساعتين ونصف,لا,لا,لا,لا,محايد,محايد,موافق,موافق,موافق,موافق,موافق بشدة,موافق,موافق بشدة,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق بشدة,موافق,محايد,موافق,موافق,موافق,موافق,محايد,محايد,محايد,موافق,موافق,محايد,موافق,محايد,موافق,غير موافق بشدة,موافق
أنثى,18- 28 عام,جامعة القدس,بكالوريوس,لا يوجد,فلسطين,نعم,"حساب فيسبوك, حساب انستجرام, حساب سناب شات",10-5 سنوات,شهريا,نعم,نعم,,"انستجرام, فيسبوك, سناب شات",اكثر من ساعتين ونصف,لا,لا,لا,لا,محايد,محايد,موافق,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,موافق,موافق,غير موافق,غير موافق,غير موافق,موافق,موافق,موافق,موافق,محايد,محايد,موافق,موافق,موافق,محايد,موافق,موافق,موافق,موافق,موافق
أنثى,18- 28 عام,جامعة القدس,بكالوريوس,لا يوجد,فلسطين,نعم,حساب انستجرام,10-5 سنوات,عدة مرات سنويا,نعم,نعم,,"انستجرام, فيسبوك",من 2 ساعة الى ساعتين ونصف,لا,لا,لا,لا,محايد,محايد,محايد,موافق,موافق,موافق,محايد,محايد,محايد,محايد,محايد,محايد,محايد,موافق,موافق,موافق,موافق,موافق,محايد,محايد,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق بشدة,موافق,موافق,موافق,موافق,موافق
أنثى,18- 28 عام,جامعة القدس,بكالوريوس,اقل او يساوي 2000 شيقل,فلسطين,نعم,"حساب فيسبوك, حساب تويتر, حساب انستجرام, حساب سناب شات, حساب تيك توك",10-5 سنوات,شهريا,نعم,لا,,"انستجرام, فيسبوك, تيك توك, يوتيوب, سناب شات",اكثر من ساعتين ونصف,نعم,لا,لا,لا,موافق,محايد,غير موافق,موافق,موافق,موافق,محايد,محايد,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق بشدة,موافق بشدة,موافق,موافق بشدة,موافق بشدة,موافق,موافق,موافق,موافق بشدة,موافق بشدة,موافق,موافق بشدة,موافق,موافق,موافق بشدة,موافق بشدة,موافق بشدة
أنثى,18- 28 عام,جامعة القدس,بكالوريوس,لا يوجد,فلسطين,نعم,"حساب فيسبوك, حساب تويتر, حساب انستجرام, حساب سناب شات, حساب بنترست",اكثر من 10 سنوات,شهريا,نعم,نعم,Lana line,انستجرام,اكثر من ساعتين ونصف,لا,لا,لا,لا,موافق,موافق,موافق,موافق,موافق بشدة,موافق بشدة,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق,غير موافق,غير موافق,غير موافق,موافق,محايد,موافق,موافق,موافق,موافق,موافق,موافق,موافق,موافق بشدة,موافق,موافق,موافق بشدة,موافق بشدة,موافق
أنثى,18- 28 عام,جامعة القدس,بكالوريوس,لا يوجد,فلسطين,نعم,حساب انستجرام,5-1 سنوات,شهريا,نعم,لا,,انستجرام,من 30 دقيقة - 1 ساعة,نعم,لا,لا,لا,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد,محايد
